Symbol,20191028,20191030,20191031,20191101,20191104,20191105,20191106,20191107,20191108,20191111,20191112,20191113,20191114,20191115,20191118
TXN_112219C110,05:00.00,05:00.30,01:58.00,0,02:01.00,01:59.90,02:00.40,0:119.92:4271180:10.39:0,0:120.11:3796680:10.39:0,0:118.075:5136241:10.39:0,0:119.02:4760185:10.39:0,0:118.42:4952069:10.39:0,0:117.57:4568097:7.7:1,1:118.0:4478518:7.7:0,1:117.89:5337778:7.7:0
TXN_112219C111,05:00.00,05:00.30,21:58.00,20,22:01.00,21:59.90,22:00.40,20:119.92:4271180:7.81:0,20:120.11:3796680:7.81:0,20:118.075:5136241:7.81:0,20:119.02:4760185:7.81:0,20:118.42:4952069:7.81:0,20:117.57:4568097:7.81:0,20:118.0:4478518:7.81:0,20:117.89:5337778:7.81:0
TXN_112219C112,12:00.00,12:00.30,10:58.00,9,11:01.00,10:59.90,11:00.40,9:119.92:4271180:9.0:0,9:120.11:3796680:9.0:0,9:118.075:5136241:9.0:0,9:119.02:4760185:9.0:0,9:118.42:4952069:9.0:0,9:117.57:4568097:9.0:0,9:118.0:4478518:9.0:0,9:117.89:5337778:9.0:0
TXN_112219C113,02:00.00,02:00.30,05:58.00,4,06:01.00,05:59.90,06:00.40,4:119.92:4271180:5.55:0,4:120.11:3796680:5.55:0,4:118.075:5136241:5.55:0,4:119.02:4760185:5.55:0,4:118.42:4952069:5.55:0,4:117.57:4568097:4.8:1,5:118.0:4478518:4.8:0,5:117.89:5337778:4.8:0
TXN_112219C114,16:00.00,16:00.30,15:58.00,14,38:01.00,37:59.90,38:00.40,41:119.92:4271180:6.5:0,41:120.11:3796680:6.5:0,41:118.075:5136241:6.5:0,41:119.02:4760185:6.5:0,41:118.42:4952069:6.5:0,41:117.57:4568097:4.04:3,44:118.0:4478518:4.04:0,44:117.89:5337778:4.1:4
TXN_112219C115,19:00.00,19:00.29,28:57.99,87,29:00.97,28:59.86,29:00.36,87:119.92:4271180:4.6:0,87:120.11:3796680:5.6:1,86:118.075:5136241:5.6:0,86:119.02:4760185:4.64:20,86:118.42:4952069:4.64:0,86:117.57:4568097:3.26:32,82:118.0:4478518:3.26:0,82:117.89:5337778:3.21:11
TXN_112219C116,04:00.00,04:00.30,05:58.00,4,06:01.00,05:59.90,06:00.40,17:119.92:4271180:4.8:0,17:120.11:3796680:4.8:0,17:118.075:5136241:4.8:0,17:119.02:4760185:4.8:0,17:118.42:4952069:3.1:28,31:117.57:4568097:2.32:2,33:118.0:4478518:2.94:7,40:117.89:5337778:2.27:2
TXN_112219C117,02:00.00,02:00.30,12:58.00,11,13:01.00,12:59.90,13:00.40,9:119.92:4271180:3.5:8,13:120.11:3796680:3.5:0,13:118.075:5136241:3.5:0,13:119.02:4760185:3.5:0,13:118.42:4952069:3.5:0,13:117.57:4568097:1.81:20,31:118.0:4478518:1.87:4,31:117.89:5337778:1.63:20
TXN_112219C118,03:00.00,02:00.30,10:58.00,9,14:01.00,12:59.90,13:00.40,15:119.92:4271180:2.93:11,22:120.11:3796680:2.93:0,22:118.075:5136241:1.71:21,32:119.02:4760185:2.32:7,33:118.42:4952069:1.7:12,40:117.57:4568097:1.3:104,92:118.0:4478518:1.27:95,159:117.89:5337778:0.99:75
TXN_112219C119,17:00.00,17:00.30,20:58.00,19,31:01.00,29:59.90,31:00.40,29:119.92:4271180:2.35:33,50:120.11:3796680:2.13:5,52:118.075:5136241:1.5:23,58:119.02:4760185:1.71:8,60:118.42:4952069:1.25:165,167:117.57:4568097:0.86:123,230:118.0:4478518:0.79:80,237:117.89:5337778:0.56:158
TXN_112219C120,15:00.00,40:00.29,09:57.99,128,53:00.97,32:59.86,30:00.36,339:119.92:4271180:1.82:12,348:120.11:3796680:1.63:53,305:118.075:5136241:0.87:20,313:119.02:4760185:1.15:55,343:118.42:4952069:0.82:79,381:117.57:4568097:0.5:77,422:118.0:4478518:0.44:203,544:117.89:5337778:0.26:246
TXN_112219C121,11:00.00,44:00.30,19:57.99,78,20:00.97,44:59.86,47:00.36,109:119.92:4271180:1.31:34,116:120.11:3796680:1.28:40,121:118.075:5136241:0.56:47,123:119.02:4760185:0.76:127,224:118.42:4952069:0.49:54,217:117.57:4568097:0.33:3,217:118.0:4478518:0.24:115,236:117.89:5337778:0.12:40
TXN_112219C122,20:00.00,21:00.30,40:58.00,39,41:01.00,08:59.86,09:00.36,137:119.92:4271180:0.98:87,159:120.11:3796680:0.87:36,149:118.075:5136241:0.35:31,151:119.02:4760185:0.49:113,230:118.42:4952069:0.32:70,188:117.57:4568097:0.17:29,208:118.0:4478518:0.12:9,205:117.89:5337778:0.06:19
TXN_112219C123,28:00.00,30:00.30,58:58.00,57,59:01.00,25:59.86,41:00.36,99:119.92:4271180:0.74:1,99:120.11:3796680:0.57:3,101:118.075:5136241:0.22:34,89:119.02:4760185:0.32:11,96:118.42:4952069:0.19:10,87:117.57:4568097:0.1:5,88:118.0:4478518:0.06:1,87:117.89:5337778:0.03:20
TXN_112219C124,13:00.00,20:00.30,20:58.00,19,18:01.00,20:59.90,21:00.40,68:119.92:4271180:0.37:12,79:120.11:3796680:0.37:0,79:118.075:5136241:0.37:0,79:119.02:4760185:0.37:0,79:118.42:4952069:0.09:6,78:117.57:4568097:0.09:0,78:118.0:4478518:0.04:7,78:117.89:5337778:0.04:0
TXN_112219C125,20:00.00,27:00.30,36:58.00,35,38:01.00,02:59.86,04:00.36,62:119.92:4271180:0.48:4,63:120.11:3796680:0.2:20,48:118.075:5136241:0.08:8,46:119.02:4760185:0.08:12,58:118.42:4952069:0.04:1,58:117.57:4568097:0.07:2,57:118.0:4478518:0.05:1,57:117.89:5337778:0.05:0
